Fecha,Semana,DiaMes,Mes,DiasSem,KG_15EMPA09,KG_15EMPA10,KG_15PREM01,KG_15MEZC08,KG_15MOLI07,KG_15AHUM10,KG_15FORM02,KG_15SEPA02,KG_15MEZC06,KG_15AHUM01,KG_15FORM01,KG_15SEPA01,KG_15AHUM09,KG_15EMBU01,KG_15EMPM06,KG_15TUNE01,KG_15MEZC07,KG_15MOLI01,KG_15MOLI06,KG_15EMPA11,KG_15EMPM01,KG_15MEZC05,KG_15MOLI03,KG_15HORN01,KG_15PORC03,KG_15TUNE03,KG_15EMPA06,KG_15EMPA02,KG_15MOLI02,KG_15SELL02,KG_15MEZC04,KG_15MOLI08,KG_15TUNE02,KG_15PORC01,KG_15TUNE04,KG_15EMBU03,KG_15EMPA08,KG_15EMPM05,KG_15COCI01,KG_15EMPA04,KG_15TAJA02,KG_15EMUL01,KG_15SELL05,KG_15DOSI01,KG_15SELL06,KG_15SELL03,Hrs_15EMPA09,Hrs_15EMPA10,Hrs_15PREM01,Hrs_15MEZC08,Hrs_15MOLI07,Hrs_15AHUM10,Hrs_15FORM02,Hrs_15SEPA02,Hrs_15MEZC06,Hrs_15AHUM01,Hrs_15FORM01,Hrs_15SEPA01,Hrs_15AHUM09,Hrs_15EMBU01,Hrs_15EMPM06,Hrs_15TUNE01,Hrs_15MEZC07,Hrs_15MOLI01,Hrs_15MOLI06,Hrs_15EMPA11,Hrs_15EMPM01,Hrs_15MEZC05,Hrs_15MOLI03,Hrs_15HORN01,Hrs_15PORC03,Hrs_15TUNE03,Hrs_15EMPA06,Hrs_15EMPA02,Hrs_15MOLI02,Hrs_15SELL02,Hrs_15MEZC04,Hrs_15MOLI08,Hrs_15TUNE02,Hrs_15PORC01,Hrs_15TUNE04,Hrs_15EMBU03,Hrs_15EMPA08,Hrs_15EMPM05,Hrs_15COCI01,Hrs_15EMPA04,Hrs_15TAJA02,Hrs_15EMUL01,Hrs_15SELL05,Hrs_15DOSI01,Hrs_15SELL06,Hrs_15SELL03,energia
11/12/2020,50,11,12,5,26688,35904,19,67397,66152,64165,67398,64165,16307,15231,15840,15231,108470,109232,106546,108470,109232,104273,98151,2985,10574,3532,3532,2985280,2985280,2985280,248,16170,31255,6255,13631,13631,9353,9312,13527,4278,4215,4215,4278,1767,1767,74617,3057,0,1724,0,13.4,16.68,0.37,13.09,13.15,16.57,70.46,64.58,4.64,6.15,19.28,17.04,91.25,56.99,30.15,88.2,36.13,20.91,18.21,13.14,21.62,7.67,2.19,11.03,11.14,11.25,0.27,12.85,3.43,5.76,11.43,2.49,5.92,9.54,16.15,4.54,4.51,4.11,3.83,6.02,6.02,23.84,6.6,0,5.7,0,46158.48
12/12/2020,50,12,12,6,40386,39394,24,73475,97992,70459,73677,70459,32539,31728,32661,31728,104832,105550,103089,104832,105550,103153,101176,6560,15529,7531,7531,6560,6560,6560,3466,18120,46794,4632,12354,12354,12354,12266,12266,0,0,0,0,1610,1610,52313,7634,0,1160,0,15.47,14.83,0.47,14.06,19.47,15.03,63.62,59.74,8.04,11.09,34.49,28.75,93.26,53.44,27.41,87.35,36.24,21.05,16.05,17.13,37.46,13.79,2.22,16.56,16.5,16.45,5.44,11.19,5.6,4.39,11.57,2.55,7.75,12.43,16.48,0,0,0,0,5.66,5.66,15.88,15.39,0,2.93,0,44423.28
13/12/2020,50,13,12,7,0,0,10,0,0,0,0,0,0,0,0,0,103816,104464,103816,103816,104464,104464,104464,0,10775,0,0,0,0,0,0,0,0,9282,10804,10804,10804,10775,10775,0,0,0,0,0,0,32637,1493,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,96.7,41.57,20.02,87.8,35.97,21.38,13.42,0,13.01,0,0,0,0,0,0,0,0,8.55,9.51,2.13,6.87,11.11,14.33,0,0,0,0,0,0,8.04,3.01,0,0,0,29390.76
14/12/2020,51,14,12,1,30188,27198,26,48545,66675,46141,48546,46141,34293,33156,34415,33156,98986,99763,96861,98986,99763,97353,90986,6690,15729,7671,7671,6690,6690,6690,1682,19706,35581,6249,15353,15353,12518,12444,15237,2836,2793,2793,2836,1953,1953,63170,6195,0,2339,0,16.57,15.05,0.49,9.65,12.42,13.53,56.78,50.58,8.92,12.42,38.8,33.96,86.76,51.4,28.19,82.84,33.59,19.75,15.74,17.46,34.43,14.24,2.17,16.91,16.85,16.78,2.61,15.9,3.9,5.75,13.51,2.96,7.88,12.67,19.12,3,3.01,2.72,2.54,7.06,7.06,19.7,12.49,0,5.9,0,44416.8
15/12/2020,51,15,12,2,37405,37073,15,75151,87349,72128,75358,72128,28503,27715,28571,27715,99802,100560,98379,99802,100560,95832,98491,5480,15178,6275,6275,5480,5480,5480,3061,21506,55215,7707,13527,13527,10810,10767,13443,2716,2676,2676,2716,1308,1308,53930,3060,0,0,0,14.06,13.54,0.32,14.36,17.53,15.57,65.25,61.96,7.23,9.68,30.07,25.94,92.42,50.66,28.17,85.33,33.89,19.41,17.85,14.65,29.09,10.56,1.79,14.04,13.98,13.93,2.53,14.81,6.58,7.1,11.6,2.55,6.85,11.05,16.72,2.88,2.87,2.61,2.43,4.46,4.46,16.94,6.61,0,0,0,45390.96
16/12/2020,51,16,12,3,36885,34873,33,61772,81326,58793,61772,58793,30248,29230,30143,29230,99431,100461,97340,99431,100792,96584,92081,4059,11692,4755,4755,4059321,4059321,4059321,241,15459,26449,4629,11147,11147,11147,11078,11078,0,0,0,0,1928,1928,43337,5615,0,3446,834,17.55,16.72,0.62,12.04,15.71,15.2,64.74,58.02,7.64,10.39,32.24,27.44,94.68,44.56,24.23,86.26,34.56,19.4,15.61,15.32,26.82,10.81,2.11,13.65,13.68,13.72,0.26,12.17,2.92,4.26,10.87,2.33,7.5,11.51,17.54,0,0,0,0,6.68,6.68,15.08,11.32,0,11.4,2.23,43921.08
17/12/2020,51,17,12,4,34851,31673,29,58025,82309,55624,58204,55624,34987,33773,35191,33773,80691,81636,79096,80691,81965,77901,77686,5690,12447,5942,5942,5260,5260,5260,437,21727,46884,7728,14090,14090,11413,11364,14002,2676,2638,2638,2676,1466,1466,29250,3636,1203,2346,0,15.49,13.54,0.56,11.22,15.9,12.91,54.47,49.72,8.89,12.23,38.49,33.51,81.22,41.28,22.82,72.19,28.47,15.68,11.61,15.51,21.44,11.22,1.8,14.19,14.14,14.1,0.48,15.28,5.56,7.12,12.15,2.67,7.22,11.64,17.51,2.85,2.82,2.57,2.39,4.99,4.99,9.45,7.33,3.95,5.92,0,43475.76
18/12/2020,51,18,12,5,35374,32707,23,60907,76522,58014,60907,58014,26347,25539,26395,25539,88868,89477,88868,88868,89477,89477,80520,5497,14819,6300,6300,5497,5497,5497,3242,11746,25786,4599,11605,11605,11605,11526,11526,0,0,0,0,0,0,50311,6927,0,1160,0,16.93,14.79,0.44,11.75,14.99,14.52,61.66,56.01,6.96,9.44,29.18,26.14,76.7,43.42,22.11,72.05,30.14,18.1,12.81,14.47,35.28,11.3,1.8,13.96,13.9,13.85,4.92,9.84,2.82,4.23,10.82,2.39,7.28,11.69,15.48,0,0,0,0,0,0,15.88,13.97,0,2.93,0,58601.52
19/12/2020,51,19,12,6,30734,32649,19,59591,77772,57169,59754,57169,28830,27979,28966,27979,92718,93361,90955,92718,93361,90941,89109,3257,14021,3736,3736,3257,3257,3257,2024,19105,42821,7857,14674,14674,11864,11811,14580,2810,2769,2769,2810,1620,1620,51669,3954,0,0,0,11.96,12.02,0.39,11.51,15.38,12.12,50.8,47.7,7.22,9.58,29.78,25.82,82.53,49.28,25.06,76.78,31.6,18.33,16.54,8.62,25.77,6.48,1.1,8.29,8.26,8.23,3.38,11.6,5.09,7.23,12.67,2.79,7.5,12.1,18.21,2.98,2.97,2.7,2.51,5.52,5.52,16.92,8.32,0,0,0,41896.08
20/12/2020,51,20,12,7,0,0,0,56,2860,52,56,52,2805,2620,2805,2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.5,0.02,0.09,0.09,0.85,1.3,4.23,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18554.76
21/12/2020,52,21,12,1,22443,26894,22,51583,64772,49074,51584,49074,26664,25875,26690,25875,93104,94117,91535,93104,94449,92677,85697,4438,15043,4536,4536,4038,4038,4038,100,25007,25662,6243,12894,12894,12894,12815,12815,0,0,0,0,1448,1448,53530,6572,1139,0,0,11.43,13.24,0.42,10.11,12.5,13.25,56.56,51.34,6.99,9.7,30.14,25.8,87.41,44.97,23.4,80.42,32.12,18.79,13.99,13.83,32.61,7.54,1.42,11.24,11.2,11.16,0.11,18.83,2.85,5.87,11.91,2.63,8.11,13.04,17.18,0,0,0,0,5.05,5.05,16.85,13.25,4.37,0,0,39809.52
22/12/2020,52,22,12,2,35089,32438,22,64555,80277,61754,64677,61754,31878,30894,32019,30894,97537,98563,95536,97537,98888,92362,94604,5586,13937,6409,6409,5586,5586,5586,3651,20799,41727,9249,14675,14675,11801,11761,14592,2874,2831,2831,2874,1829,1839,63012,2512,0,2354,0,15.62,13.94,0.43,12.56,15.66,14.87,62.59,57.7,8.11,11.3,35.43,30.22,87.49,53.45,29.05,82.55,33.46,18.88,16.98,14.47,22.38,12.22,1.82,14.05,14,13.95,3.82,14.25,4.91,8.52,12.5,2.76,7.49,12.1,18.16,3.05,3.04,2.76,2.57,6.23,6.26,19.44,5.06,0,5.94,0,45233.28
23/12/2020,52,23,12,3,44562,45662,38,80703,105145,76977,80789,76977,40687,39145,40639,39145,104866,105640,102754,104866,105640,103176,96819,3142,11312,3684,3684,3141601,3141601,3141601,2086,23077,46153,9183,15257,15257,10778,10748,15163,4479,4415,4415,4479,1949,1949,56727,1565,0,2578,0,21.37,21.18,0.71,15.7,20.35,19.5,82.75,74.29,10.53,14.42,45.09,39.16,96.9,51.53,27.5,89.82,35.67,20.75,15.72,12.06,16.01,8.34,1.7,10.67,10.71,10.75,3.48,16.93,5.26,8.46,12.63,2.77,6.85,11.08,18.2,4.76,4.72,4.3,4.01,6.83,6.83,17.64,3.16,0,8.52,0,45357.12
24/12/2020,52,24,12,4,13484,11192,9,21069,44279,20242,21156,20242,23210,22596,23256,22596,35755,35993,33591,35755,35993,35993,35993,3202,9878,3673,3673,3202,3202,3202,1460,16214,16374,4074,7793,7793,6977,7753,7753,0,0,0,0,1988,1988,18594,2877,0,0,802,5.07,4.51,0.19,4.02,8.6,4.37,18.55,17.29,5.87,8.23,25.69,21.36,33.94,15.98,7.87,30.87,12.49,7.28,6.16,8.47,20.1,6.39,1.08,8.14,8.11,8.08,2.23,11.06,1.99,3.89,8.28,1.74,4.87,8.08,12.14,0,0,0,0,6.77,6.77,5.31,5.8,0,0,2.14,33709.68
25/12/2020,52,25,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14972.4
26/12/2020,52,26,12,6,35368,33609,22,63532,89173,60835,63651,60835,33564,32706,33654,32706,101626,102690,100419,101626,103021,98934,94086,5478,9834,6294,6294,5478,5478,5478,1718,22101,42333,4593,19396,19396,7683,7644,19184,11713,11540,11540,11713,1109,1109,53535,3051,0,1169,0,14.71,13.86,0.42,12.07,17.5,13.57,57.49,53.4,8.41,11.58,35.89,30.2,92.69,54.36,28.54,85.07,35.15,20.02,15.35,14.2,19.94,11.8,1.88,13.76,13.71,13.67,2.34,15.74,4.94,4.23,15.19,3.24,4.85,7.81,20.37,12.42,12.38,11.25,10.48,3.78,3.78,17.35,6.6,0,2.95,0,41786.28
27/12/2020,52,27,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17326.8
28/12/2020,53,28,12,1,30365,32148,20,62871,77596,60121,62958,60121,28142,27450,28218,27450,101112,102478,98699,101112,103139,97205,94451,5597,16488,6416,6416,5597,5597,5597,3609,20834,41284,7035,13235,13235,12419,13162,13162,0,0,0,0,2217,2217,64686,6127,0,1186,0,13.16,13.97,0.39,11.98,15.33,14.42,60.76,56.34,7.14,9.41,28.9,25.1,93.28,53.2,28.1,85.7,34.97,19.69,16.2,14.72,34.56,11.52,1.83,14.21,14.15,14.1,3.73,14.37,4.75,6.47,12.77,2.8,7.82,13.35,16.82,0,0,0,0,7.55,7.55,20.28,12.35,0,2.99,0,41459.76
29/12/2020,53,29,12,2,33789,32903,24,66939,83702,64032,67066,64032,27374,26196,27236,26196,98866,99903,96292,98866,100235,96272,93840,3269,13716,3836,3836,3269319,3269319,3269319,1449,21419,43541,8501,13150,13150,12395,13090,13090,0,0,0,0,2376,2376,54874,4589,0,2643,0,15.74,14.47,0.46,12.89,16.37,15.31,65.06,59.63,7.22,10.04,31.63,27.21,95.24,47.31,24.93,87.14,33.96,19.42,15.31,12.64,24.78,8.66,1.8,11.15,11.19,11.24,2.18,16.24,5.15,7.87,12.48,2.75,7.83,13.33,16.74,0,0,0,0,9.11,9.11,16.57,9.25,0,8.74,0,43788.6
30/12/2020,53,30,12,3,30813,29739,31,49831,84625,47396,49833,47396,45570,43888,45734,43888,105870,106671,103123,105870,106671,104259,95659,6670,16960,7648,7648,6670,6670,6670,364,29705,19154,9081,13697,13697,13697,13636,13636,0,0,0,0,2524,2524,57936,4555,0,2315,0,14.78,13.77,0.6,9.82,16.01,12.44,52.94,47.05,11.92,16.85,53.21,46.46,98.15,54.66,29.34,90.75,36.49,21.05,15.71,17.42,31.93,14.17,2.16,16.87,16.8,16.74,0.4,23.1,2.1,8.36,12.36,2.75,8.66,13.96,18.21,0,0,0,0,8.6,8.6,18.86,9.18,0,5.84,0,44773.92
31/12/2020,53,31,12,4,22143,19250,16,34638,59090,33199,34756,33199,24452,23721,24516,23721,32437,32627,32437,32437,32627,32627,32627,2237,6143,2004,2004,1825,1825,1825,2415,12589,24063,4734,6165,6165,6165,6143,6143,0,0,0,0,0,0,20364,1409,1187,0,0,9.24,8.61,0.31,6.68,11.49,7.62,32.51,29.44,6.31,8.52,26.43,23.22,27.41,14.17,6.5,26.41,10.85,6.69,5.55,8.78,8.67,3.46,0.73,5.56,5.55,5.54,3.83,9.21,2.9,4.36,5.49,1.23,3.91,6.31,8.19,0,0,0,0,0,0,5.73,2.84,4.96,0,0,32054.4
01/01/2021,53,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15403.32
02/01/2021,53,2,1,6,37373,35495,27,64031,84911,61262,64153,61262,31550,30788,31698,30788,101405,102515,99268,101405,102847,98733,98614,5482,16989,6283,6283,5482,5482,5482,2634,15863,41063,7698,13776,13776,13776,13701,13701,0,0,0,0,1963,1963,55209,6003,0,1153,0,16.09,14.87,0.52,12.3,16.63,14.13,59.81,54.84,7.68,10.32,31.91,26.89,93.8,51.7,27.82,86.08,35.06,20.15,16.52,14.43,35.14,11.27,1.79,13.92,13.86,13.81,3.96,10.14,4.78,7.21,12.61,2.79,8.68,13.97,18.34,0,0,0,0,6.69,6.69,16.76,12.54,0,2.91,0,40165.2
03/01/2021,53,3,1,7,4331,6343,11,11603,20948,10894,11604,10894,9344,8728,9344,8728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,5.08,0.2,2.54,3.66,4.32,19.02,16,2.82,4.32,14.09,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24580.44
04/01/2021,1,4,1,1,39492,42184,25,75407,90736,72151,75511,72151,28762,27471,28427,27471,101226,102291,98886,101226,102624,98526,93837,2855,15100,3378,3378,2855159,2855159,2855159,116,17246,49589,9303,13969,13969,13969,13907,13907,0,0,0,0,2151,2151,59470,4604,0,1662,0,17.11,17.3,0.46,14.24,18.14,16.24,68.42,63.4,7.58,9.85,30.4,26.89,90.23,52.52,26.92,83.8,34.9,19.95,16.24,12.53,28.87,7.34,2.08,10.54,10.64,10.74,0.13,13.09,5.66,8.57,12.6,2.8,8.84,14.24,18.57,0,0,0,0,7.33,7.33,19.13,9.28,0,5.5,0,41271.84
05/01/2021,1,5,1,2,15657,14856,21,26088,37810,24805,26088,24805,25025,24045,25147,24045,87056,87726,87056,87056,87726,85365,83403,4904,13745,5617,5617,4904,4904,4904,3455,14564,14865,9192,11584,11584,11584,11551,11551,0,0,0,0,0,0,29542,1566,0,1172,793,7.85,7.42,0.42,5.28,7,7.37,30.98,27.61,6.53,8.8,27.73,25.25,83.88,38.79,21.06,75.97,30.04,17.21,12.37,13.16,21.21,11.91,1.7,12.46,12.42,12.38,3.59,10.78,1.68,8.46,10.75,2.34,7.83,12.14,17.92,0,0,0,0,0,0,9.49,3.16,0,2.96,2.12,39448.08
06/01/2021,1,6,1,3,36053,34642,25,69909,98093,67030,70083,67030,28184,27266,28297,27266,60061,61114,58151,60061,61772,55964,61772,3395,5274,3885,3885,3395,3395,3395,18,22922,45232,0,7337,7337,3102,3070,7244,4235,4174,4174,4235,1762,1762,20192,3070,0,1191,0,14.94,13.62,0.48,13.23,19.35,14.11,59.31,54.96,7.36,10.29,32.12,27.79,62.75,24.87,12.39,54.09,21.47,11.38,9.2,8.97,15.93,6.96,1.06,8.66,8.62,8.58,0.02,17.31,5.32,0,6,1.27,1.92,3.07,7.84,4.5,4.46,4.07,3.79,6.12,6.12,5.69,6.19,0,3.01,0,40836.6
07/01/2021,1,7,1,4,30824,26116,23,51378,67702,49180,51454,49180,27018,25980,27178,25980,89614,90589,89614,89614,90922,86757,84410,6760,14274,7751,7751,6760,6760,6760,610,17079,42522,3117,11017,11017,11017,10931,10931,0,0,0,0,0,0,43187,7814,0,2368,0,15.09,11.63,0.46,9.59,13.03,11.54,48.75,44.03,6.96,9.36,29.48,26.57,82.63,45.94,23.93,75.22,30.73,17.53,12.91,17.65,36.88,14.38,2.19,17.09,17.02,16.96,0.67,12.8,4.85,2.87,10.42,2.29,6.89,11.04,14.71,0,0,0,0,0,0,13.45,15.75,0,5.97,0,39860.28
08/01/2021,1,8,1,5,33738,33451,26,58549,91870,56077,58676,56077,35756,34112,35895,34112,93813,94806,91710,93813,95095,91155,90833,6685,14240,7658,7658,6685,6685,6685,2724,19650,30148,7893,13984,13984,9804,9772,13889,4180,4117,4117,4180,1932,1932,47720,1879,0,1146,0,13.72,12.98,0.49,11.21,17.77,11.86,50.29,46.24,9.68,14.12,45.12,40.18,86.33,48.1,25.45,80.3,32.79,18.61,14.22,17.68,25.71,13.48,2.17,17.03,16.96,16.9,4.04,17.09,3.58,7.33,11.63,2.55,6.22,10.06,16.63,4.43,4.43,4.02,3.74,6.58,6.58,14.38,3.79,0,2.89,0,42414.12
09/01/2021,1,9,1,6,26839,24019,24,42111,57521,39974,42112,39974,28859,27607,28731,27607,79391,80012,77710,79391,80012,77628,69037,3259,11135,3824,3824,3259476,3259476,3259476,766,15468,27271,4656,10587,10587,10587,10519,10519,0,0,0,0,1530,1545,50345,5863,0,2643,0,14.25,13.75,0.47,8.31,10.72,12.25,52.19,46.14,7.55,10.31,32.48,28.76,70.17,43.14,23.16,66.4,26.68,15.44,12.54,12.59,25.73,8.64,1.79,11.11,11.15,11.19,0.88,13.23,2.98,4.29,9.82,2.17,6.65,10.69,14.11,0,0,0,0,5.21,5.25,16.86,11.82,0,8.74,0,39585.24
10/01/2021,1,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17751.6
11/01/2021,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16708.68
12/01/2021,2,12,1,2,36154,34040,24,65314,89218,62650,65469,62650,26404,25732,26493,25732,102422,103510,100335,102422,103843,97318,101909,6753,16129,7153,7153,6315,6315,6315,3745,13762,37187,9471,13932,13932,13932,13871,13871,0,0,0,0,1925,1925,55734,4400,1226,1168,0,13.96,12.83,0.46,12.43,17.64,12.91,54.61,50.65,6.58,9.35,29.15,24.09,94.9,51.07,27.72,87.66,35.34,19.89,17.34,18.43,28.76,12.92,2.22,16.93,16.87,16.82,4.04,9.76,4.48,8.78,12.55,2.79,8.81,14.21,18.52,0,0,0,0,7.51,7.51,16.7,9.33,4.03,2.95,0,40813.2
13/01/2021,2,13,1,3,20255,23712,25,43794,56923,41637,43795,41637,29301,28140,29465,28140,103647,105085,101889,103647,105749,99789,94855,6825,10083,7826,7826,6825,6825,6825,2485,22892,32758,4833,9532,9532,6718,6694,9467,2815,2773,2773,2815,1615,1615,54400,1107,0,2370,754,11.99,13.34,0.49,8.49,10.55,12.24,51.86,46.44,7.59,10.37,32.77,29.22,97.58,53.6,28.4,88.14,35.94,19.95,15.59,17.82,19.19,14.51,2.21,17.26,17.19,17.13,3.75,16.58,3.58,4.57,8.46,1.79,4.71,7.11,13.79,2.99,2.97,2.7,2.52,5.5,5.5,17.96,2.23,0,5.98,2.01,44327.88
14/01/2021,2,14,1,4,38100,33709,22,61214,87545,58485,61277,58485,39777,37910,39384,37910,101092,102174,99014,101092,102503,98341,93698,3868,11061,4561,4561,3868482,3868482,3868482,3078,20806,33011,6207,14317,14317,9838,9791,14205,4479,4414,4414,4479,1908,1908,61475,3584,0,2598,0,16.19,13.85,0.42,11.81,17.21,13.5,57.12,52.66,10.68,14.62,45.89,40.42,90.15,55.74,29.93,84.01,34.76,19.93,16.33,16.18,23.27,10.06,2.55,13.85,13.95,14.06,4.69,17.33,3.77,5.72,12.05,2.63,6.22,10.02,16.98,4.76,4.72,4.3,4.01,6.5,6.5,19.7,7.23,0,8.59,0,44110.44
15/01/2021,2,15,1,5,26110,25976,30,50957,71791,48460,50958,48460,31527,30498,31654,30498,99652,100981,97572,99652,101648,93283,95002,6576,15633,7547,7547,6576,6576,6576,2976,23279,32777,6180,12387,12387,12387,12313,12313,0,0,0,0,1912,1912,52699,6133,0,1216,0,14.42,15.09,0.58,9.93,13.28,14.18,60.38,53.53,8.05,11.29,35.49,30.56,93.36,48.4,24.47,85,34.59,18.79,15.31,17.18,34.28,13.8,2.21,16.61,16.55,16.49,2.48,18.48,3.67,5.75,11.42,2.52,7.8,12.53,16.5,0,0,0,0,6.51,6.51,16.3,12.36,0,3.07,0,43373.88
16/01/2021,2,16,1,6,35355,28515,27,54290,79607,51914,54386,51914,30577,29834,30722,29834,98470,99135,97245,98470,99135,96729,88206,6700,13664,7675,7675,6700,6700,6700,2029,15265,30294,7653,12194,12194,9194,9167,12123,3000,2956,2956,3000,1125,1125,58700,1514,0,1156,0,16.06,12.51,0.52,10.38,15.66,12.02,51.38,46.27,7.66,10.08,30.89,26.86,86.35,52.84,26.55,81.56,33.6,19.53,13.56,17.73,24.42,13.51,2.17,17.07,17,16.94,3.39,9.71,3.53,7.05,10.22,2.25,5.84,9.44,14.8,3.18,3.17,2.88,2.68,3.83,3.83,18.26,3.49,0,2.92,0,43371
17/01/2021,2,17,1,7,0,0,0,67,4476,63,67,63,4409,4118,4409,4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.78,0.03,0.11,0.11,1.33,2.04,6.65,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16735.68
18/01/2021,3,18,1,1,25977,22628,23,41071,55016,39043,41077,39043,30040,29255,30162,29255,98168,99185,96396,98168,99520,95387,92995,5582,9552,5841,5841,5164,5164,5164,2103,17049,29887,4734,12640,12640,8452,8411,12536,4188,4125,4125,4188,1620,1633,58879,2878,1191,1156,799,14.04,12.59,0.44,8.07,10.31,11.52,48.84,43.39,7.4,10.19,31.75,26.54,87,50.86,26.34,81.51,33.76,19.41,14.86,16.57,18.36,10.81,1.86,13.93,13.89,13.85,3.25,11.49,3.29,4.36,11.13,2.36,5.81,8.84,17.42,4.43,4.44,4.02,3.75,5.61,5.64,17.57,5.8,4.56,2.92,2.13,40717.44
19/01/2021,3,19,1,2,36584,30409,14,59893,75213,57346,60010,57346,31351,29873,30968,29873,102722,103834,100998,102722,104165,100098,97675,2026,10598,3419,3419,2889998,2889998,2889998,385,19221,43853,6261,9433,9433,9433,9391,9391,0,0,0,0,1592,1592,66033,3130,0,2547,0,15.51,12.12,0.26,11.59,14.97,13.16,55.01,51.99,8.48,11.65,36.45,31.82,91.9,55.52,30.18,85.63,34.92,20.22,17.24,7.73,21.86,7.43,2.11,10.66,10.77,10.87,0.42,15.91,5.1,5.77,8.51,1.89,5.97,9.62,12.54,0,0,0,0,5.56,5.56,20.35,6.31,0,14.1,0,42595.2
20/01/2021,3,20,1,3,25183,31637,40,53327,78949,50720,53327,50720,28172,27219,28373,27219,100965,101988,100965,100965,102320,98147,93547,3268,12531,3536,3536,38448,38448,38448,3860,16805,23135,2970,13664,13664,9333,9263,13533,4331,4270,4270,4331,0,0,59282,6293,0,0,0,14.36,16.95,0.77,10.28,14.8,13.78,58.7,50.88,7.03,9.36,29.24,25.81,88.02,51.99,27.19,82.62,34.41,19.85,16.02,11.13,33.58,8.24,1.22,11.61,11.61,11.61,3.85,11.3,2.51,2.73,11.82,2.56,5.84,9.37,16.24,4.61,4.55,4.16,3.87,0,0,19.18,12.69,0,0,0,44377.92
21/01/2021,3,21,1,4,43609,34163,21,65427,96875,62710,65588,62710,42201,40954,42269,40954,106003,107058,103907,106003,107384,103239,100934,4439,14250,4904,4904,1257913,1257913,1257913,2773,22223,46891,3240,11117,11117,11117,11031,11031,0,0,0,0,1934,1934,64322,7791,0,1220,0,17.64,13.73,0.4,12.49,19.06,13.87,58.54,54.55,10.95,15.44,48.16,41.27,94.66,54.64,28.31,88.08,36.33,20.96,17.45,15.71,38.44,11.43,1.69,15.31,15.3,15.29,4.24,17.66,5.51,2.98,10.5,2.31,6.96,11.15,14.85,0,0,0,0,6.74,6.74,19.89,15.71,0,4.03,0,44661.6
